Datetime,Open,High,Low,Close,Adj Close,Volume,ma_20,MDD
2023-10-19 10:00:00+00:00,28412.765625,28513.59765625,28411.091796875,28490.431640625,28490.431640625,0,28318.56982421875,-0.3225516221996165
2023-10-19 11:00:00+00:00,28487.466796875,28492.064453125,28419.314453125,28449.353515625,28449.353515625,60733440,28327.736328125,-0.3225516221996165
2023-10-19 12:00:00+00:00,28454.849609375,28566.75,28449.9609375,28496.15625,28496.15625,603924480,28334.55634765625,-0.3225516221996165
2023-10-19 13:00:00+00:00,28500.951171875,28567.529296875,28459.234375,28488.619140625,28488.619140625,108916736,28341.33828125,-0.3225516221996165
2023-10-19 14:00:00+00:00,28492.435546875,28693.732421875,28461.93359375,28693.732421875,28693.732421875,89652224,28360.58017578125,-0.3225516221996165
2023-10-19 15:00:00+00:00,28702.982421875,28798.2265625,28600.572265625,28695.740234375,28695.740234375,846932992,28380.7796875,-0.3225516221996165
2023-10-19 16:00:00+00:00,28693.302734375,28892.474609375,28635.103515625,28648.3984375,28648.3984375,816092160,28400.2814453125,-0.3225516221996165
2023-10-19 17:00:00+00:00,28641.34375,28702.193359375,28493.609375,28560.7890625,28560.7890625,110558208,28414.14052734375,-0.3225516221996165
2023-10-19 18:00:00+00:00,28562.99609375,28703.298828125,28549.5078125,28668.6171875,28668.6171875,199837696,28430.248828125,-0.3225516221996165
2023-10-19 19:00:00+00:00,28662.634765625,28767.392578125,28662.634765625,28738.515625,28738.515625,137166848,28450.70478515625,-0.3225516221996165
2023-10-19 20:00:00+00:00,28774.140625,28847.578125,28721.373046875,28721.373046875,28721.373046875,299908096,28466.78125,-0.3225516221996165
2023-10-19 21:00:00+00:00,28726.306640625,28740.283203125,28636.986328125,28640.884765625,28640.884765625,241257472,28486.7552734375,-0.3225516221996165
2023-10-19 22:00:00+00:00,28625.431640625,28712.3515625,28625.431640625,28677.236328125,28677.236328125,84086784,28509.9794921875,-0.3225516221996165
2023-10-19 23:00:00+00:00,28673.962890625,28718.220703125,28657.626953125,28718.220703125,28718.220703125,8903680,28533.51240234375,-0.3225516221996165
2023-10-20 00:00:00+00:00,28732.8125,28780.01171875,28659.640625,28662.4921875,28662.4921875,32054272,28552.44052734375,-0.3225516221996165
2023-10-20 01:00:00+00:00,28660.55859375,28665.970703125,28601.669921875,28660.412109375,28660.412109375,0,28569.62373046875,-0.3225516221996165
2023-10-20 02:00:00+00:00,28669.58203125,29066.43359375,28663.732421875,29008.10546875,29008.10546875,652231680,28605.53037109375,-0.3225516221996165
2023-10-20 03:00:00+00:00,28999.75,29372.421875,28943.271484375,29265.11328125,29265.11328125,1243138048,28651.821484375,-0.3225516221996165
2023-10-20 04:00:00+00:00,29256.33203125,29340.470703125,29190.591796875,29332.75390625,29332.75390625,556913664,28701.60029296875,-0.3225516221996165
2023-10-20 05:00:00+00:00,29332.404296875,29339.56640625,29156.873046875,29229.859375,29229.859375,580660224,28742.340234375,-0.3225516221996165
2023-10-20 06:00:00+00:00,29231.81640625,29296.25,29203.130859375,29296.25,29296.25,236466176,28782.63115234375,-0.3225516221996165
2023-10-20 07:00:00+00:00,29300.484375,29370.80078125,29247.095703125,29250.22265625,29250.22265625,510031872,28822.674609375,-0.3225516221996165
2023-10-20 08:00:00+00:00,29257.90625,29847.283203125,29257.90625,29770.58203125,29770.58203125,1580283904,28886.3958984375,-0.3225516221996165
2023-10-20 09:00:00+00:00,29752.42578125,29836.791015625,29705.65625,29817.408203125,29817.408203125,564797440,28952.8353515625,-0.3225516221996165
2023-10-20 10:00:00+00:00,29818.802734375,30104.0859375,29797.921875,29887.57421875,29887.57421875,1368477696,29012.52744140625,-0.3225516221996165
2023-10-20 11:00:00+00:00,29880.341796875,30038.759765625,29826.8125,29870.07421875,29870.07421875,792629248,29071.244140625,-0.3225516221996165
2023-10-20 12:00:00+00:00,29862.935546875,29927.314453125,29430.068359375,29534.53125,29534.53125,942245888,29115.55078125,-0.3225516221996165
2023-10-20 13:00:00+00:00,29539.6796875,29676.072265625,29504.484375,29668.107421875,29668.107421875,389433344,29170.91669921875,-0.3225516221996165
2023-10-20 14:00:00+00:00,29672.96875,29730.29296875,29474.380859375,29590.03125,29590.03125,0,29216.98740234375,-0.3225516221996165
2023-10-20 15:00:00+00:00,29592.23046875,29604.05078125,29503.771484375,29559.9765625,29559.9765625,0,29258.06044921875,-0.3225516221996165
2023-10-20 16:00:00+00:00,29555.404296875,29591.8125,29465.6796875,29498.07421875,29498.07421875,0,29296.8955078125,-0.3225516221996165
2023-10-20 17:00:00+00:00,29500.35546875,29526.66015625,29376.123046875,29523.345703125,29523.345703125,0,29341.0185546875,-0.3225516221996165
2023-10-20 18:00:00+00:00,29527.525390625,29551.5,29487.681640625,29500.126953125,29500.126953125,0,29382.1630859375,-0.3225516221996165
2023-10-20 19:00:00+00:00,29498.04296875,29563.884765625,29421.212890625,29563.884765625,29563.884765625,495280128,29424.4462890625,-0.3225516221996165
2023-10-20 20:00:00+00:00,29575.30859375,29651.412109375,29546.734375,29593.8828125,29593.8828125,0,29471.0158203125,-0.3225516221996165
2023-10-20 21:00:00+00:00,29592.794921875,29656.18359375,29592.794921875,29626.35546875,29626.35546875,0,29519.31298828125,-0.3225516221996165
2023-10-20 22:00:00+00:00,29628.28125,29665.77734375,29620.693359375,29665.77734375,29665.77734375,0,29552.19658203125,-0.3225516221996165
2023-10-20 23:00:00+00:00,29667.501953125,29774.947265625,29667.501953125,29677.830078125,29677.830078125,196868096,29572.832421875,-0.3225516221996165
2023-10-21 00:00:00+00:00,29683.380859375,29701.640625,29611.8515625,29638.052734375,29638.052734375,9590784,29588.09736328125,-0.3225516221996165
2023-10-21 01:00:00+00:00,29639.755859375,29648.83984375,29543.0390625,29546.37890625,29546.37890625,0,29603.92333984375,-0.3225516221996165
2023-10-21 02:00:00+00:00,29544.072265625,29550.044921875,29484.814453125,29496.775390625,29496.775390625,0,29613.949609375,-0.3225516221996165
2023-10-21 03:00:00+00:00,29497.373046875,29630.771484375,29481.751953125,29614.955078125,29614.955078125,0,29632.18623046875,-0.3225516221996165
2023-10-21 04:00:00+00:00,29614.2421875,29635.978515625,29572.265625,29574.099609375,29574.099609375,0,29622.362109375,-0.3225516221996165
2023-10-21 05:00:00+00:00,29568.044921875,29592.28515625,29558.888671875,29573.318359375,29573.318359375,0,29610.1576171875,-0.3225516221996165
2023-10-21 06:00:00+00:00,29586.7890625,29728.18359375,29586.7890625,29716.82421875,29716.82421875,0,29601.6201171875,-0.3225516221996165
2023-10-21 07:00:00+00:00,29715.328125,29729.7421875,29673.15234375,29708.615234375,29708.615234375,0,29593.54716796875,-0.3225516221996165
2023-10-21 08:00:00+00:00,29707.51953125,29725.091796875,29672.912109375,29678.310546875,29678.310546875,0,29600.7361328125,-0.3225516221996165
2023-10-21 09:00:00+00:00,29671.927734375,29851.572265625,29658.94921875,29829.322265625,29829.322265625,0,29608.796875,-0.3225516221996165
2023-10-21 10:00:00+00:00,29847.853515625,29867.4375,29770.900390625,29787.5546875,29787.5546875,0,29618.673046875,-0.3225516221996165
2023-10-21 11:00:00+00:00,29783.3515625,29850.392578125,29773.353515625,29807.171875,29807.171875,0,29631.0328125,-0.3225516221996165
2023-10-21 12:00:00+00:00,29822.8203125,29832.81640625,29766.076171875,29782.75,29782.75,0,29645.2666015625,-0.3225516221996165
2023-10-21 13:00:00+00:00,29781.3046875,29800.193359375,29719.576171875,29788.912109375,29788.912109375,0,29658.544921875,-0.3225516221996165
2023-10-21 14:00:00+00:00,29784.833984375,29898.744140625,29771.916015625,29898.10546875,29898.10546875,0,29678.44384765625,-0.3225516221996165
2023-10-21 15:00:00+00:00,29894.87890625,29975.607421875,29802.466796875,29944.771484375,29944.771484375,0,29697.48818359375,-0.3225516221996165
2023-10-21 16:00:00+00:00,29953.4921875,29958.197265625,29865.205078125,29865.205078125,29865.205078125,0,29711.054296875,-0.3225516221996165
2023-10-21 17:00:00+00:00,29875.8046875,30154.53125,29868.87109375,30147.16015625,30147.16015625,204553216,29737.09453125,-0.3225516221996165
2023-10-21 18:00:00+00:00,30152.322265625,30287.482421875,29996.15625,30213.599609375,30213.599609375,959619072,29764.48564453125,-0.3225516221996165
2023-10-21 19:00:00+00:00,30215.724609375,30251.21484375,30055.755859375,30172.96484375,30172.96484375,182732800,29789.2423828125,-0.3225516221996165
2023-10-21 20:00:00+00:00,30171.908203125,30171.908203125,29974.46484375,30023.31640625,30023.31640625,0,29808.50556640625,-0.3225516221996165
2023-10-21 21:00:00+00:00,30025.2421875,30066.193359375,29995.701171875,30029.888671875,30029.888671875,0,29832.6810546875,-0.3225516221996165
2023-10-21 22:00:00+00:00,30009.810546875,30037.48828125,29962.728515625,30016.212890625,30016.212890625,0,29858.6529296875,-0.3225516221996165
2023-10-21 23:00:00+00:00,30013.244140625,30013.244140625,29870.732421875,29916.626953125,29916.626953125,0,29873.7365234375,-0.3225516221996165
2023-10-22 00:00:00+00:00,29918.654296875,30005.923828125,29900.7734375,29985.2890625,29985.2890625,44097536,29894.29599609375,-0.3225516221996165
2023-10-22 01:00:00+00:00,29983.208984375,30066.701171875,29882.451171875,29940.427734375,29940.427734375,168838144,29912.65146484375,-0.3225516221996165
2023-10-22 02:00:00+00:00,29943.986328125,29943.986328125,29864.921875,29880.314453125,29880.314453125,0,29920.8259765625,-0.3225516221996165
2023-10-22 03:00:00+00:00,29876.11328125,29926.84375,29860.271484375,29926.166015625,29926.166015625,0,29931.703515625,-0.3225516221996165
2023-10-22 04:00:00+00:00,29922.416015625,30007.1875,29916.484375,29967.337890625,29967.337890625,89411584,29946.1548828125,-0.3225516221996165
2023-10-22 05:00:00+00:00,29970.744140625,30193.3203125,29970.744140625,30136.76953125,30136.76953125,764702720,29961.52724609375,-0.3225516221996165
2023-10-22 06:00:00+00:00,30133.9921875,30199.43359375,30088.578125,30089.4296875,30089.4296875,242889728,29976.62099609375,-0.3225516221996165
2023-10-22 07:00:00+00:00,30091.724609375,30091.724609375,29720.3125,29834.728515625,29834.728515625,581035008,29977.998828125,-0.3225516221996165
2023-10-22 08:00:00+00:00,29834.6953125,29889.103515625,29799.68359375,29854.376953125,29854.376953125,197399552,29981.58017578125,-0.3225516221996165
2023-10-22 09:00:00+00:00,29850.693359375,29998.591796875,29842.65234375,29908.298828125,29908.298828125,0,29987.54951171875,-0.3225516221996165
2023-10-22 10:00:00+00:00,29903.013671875,29959.232421875,29891.892578125,29915.73046875,29915.73046875,0,29988.43076171875,-0.3225516221996165
2023-10-22 11:00:00+00:00,29913.53515625,29941.087890625,29855.328125,29913.46875,29913.46875,0,29986.865625,-0.3225516221996165
2023-10-22 12:00:00+00:00,29921.744140625,29963.625,29903.3359375,29911.57421875,29911.57421875,0,29989.18408203125,-0.3225516221996165
2023-10-22 13:00:00+00:00,29911.7265625,29976.798828125,29906.357421875,29963.513671875,29963.513671875,140340224,29980.0017578125,-0.3225516221996165
2023-10-22 14:00:00+00:00,29959.50390625,29962.388671875,29828.59765625,29880.830078125,29880.830078125,0,29963.36328125,-0.3225516221996165
2023-10-22 15:00:00+00:00,29884.66796875,29884.66796875,29808.958984375,29841.0546875,29841.0546875,0,29946.7677734375,-0.3225516221996165
2023-10-22 16:00:00+00:00,29843.642578125,29897.466796875,29825.115234375,29876.82421875,29876.82421875,0,29939.4431640625,-0.3225516221996165
2023-10-22 17:00:00+00:00,29880.220703125,29944.16015625,29880.220703125,29928.337890625,29928.337890625,0,29934.365625,-0.3225516221996165
2023-10-22 18:00:00+00:00,29928.6796875,29940.021484375,29906.240234375,29906.240234375,29906.240234375,0,29928.8669921875,-0.3225516221996165
2023-10-22 19:00:00+00:00,29900.919921875,29935.390625,29842.18359375,29847.10546875,29847.10546875,0,29925.39091796875,-0.3225516221996165
2023-10-22 20:00:00+00:00,29860.783203125,29887.845703125,29852.150390625,29854.697265625,29854.697265625,0,29918.861328125,-0.3225516221996165
2023-10-22 21:00:00+00:00,29864.078125,29864.078125,29759.806640625,29783.3984375,29783.3984375,0,29911.00986328125,-0.3225516221996165
2023-10-22 22:00:00+00:00,29773.673828125,30033.794921875,29734.447265625,30033.794921875,30033.794921875,399808512,29918.68388671875,-0.3225516221996165
2023-10-22 23:00:00+00:00,30049.9375,30049.9375,29939.384765625,29986.640625,29986.640625,146668544,29921.7076171875,-0.3225516221996165
2023-10-23 00:00:00+00:00,30002.443359375,30152.375,29903.447265625,30139.10546875,30139.10546875,228246528,29930.29599609375,-0.3225516221996165
2023-10-23 01:00:00+00:00,30140.685546875,30520.517578125,30097.828125,30317.107421875,30317.107421875,1393393664,29939.312890625,-0.3225516221996165
2023-10-23 02:00:00+00:00,30338.916015625,30397.40234375,30203.34765625,30389.796875,30389.796875,447685632,29954.33125,-0.3225516221996165
2023-10-23 03:00:00+00:00,30384.701171875,30747.73828125,30303.296875,30734.943359375,30734.943359375,937211904,29999.3419921875,-0.3225516221996165
2023-10-23 04:00:00+00:00,30728.923828125,30792.0546875,30579.021484375,30697.75,30697.75,863572992,30041.51064453125,-0.3225516221996165
2023-10-23 05:00:00+00:00,30667.15234375,30929.333984375,30610.21484375,30812.80859375,30812.80859375,533804032,30086.7361328125,-0.3225516221996165
2023-10-23 06:00:00+00:00,30808.86328125,30951.275390625,30705.150390625,30705.150390625,30705.150390625,84385792,30126.20712890625,-0.3225516221996165
2023-10-23 07:00:00+00:00,30685.720703125,30758.529296875,30469.0390625,30520.08984375,30520.08984375,1047669760,30156.53818359375,-0.3225516221996165
2023-10-23 08:00:00+00:00,30523.482421875,30691.494140625,30490.375,30691.494140625,30691.494140625,378190848,30195.5341796875,-0.3225516221996165
2023-10-23 09:00:00+00:00,30698.6875,30698.6875,30394.62890625,30478.98828125,30478.98828125,668558336,30221.30791015625,-0.3225516221996165
2023-10-23 10:00:00+00:00,30487.134765625,30574.833984375,30487.134765625,30568.712890625,30568.712890625,291208192,30255.70205078125,-0.3225516221996165
2023-10-23 11:00:00+00:00,30569.0234375,30775.025390625,30563.046875,30661.9765625,30661.9765625,369154048,30296.74814453125,-0.3225516221996165
2023-10-23 12:00:00+00:00,30679.703125,30753.9453125,30608.125,30652.400390625,30652.400390625,337453056,30335.526953125,-0.3225516221996165
2023-10-23 13:00:00+00:00,30665.115234375,30709.173828125,30433.322265625,30620.48828125,30620.48828125,655038464,30370.13447265625,-0.3225516221996165
2023-10-23 14:00:00+00:00,30620.41796875,30834.3046875,30609.20703125,30803.28125,30803.28125,486569984,30414.9865234375,-0.3225516221996165
2023-10-23 15:00:00+00:00,30778.587890625,30972.255859375,30778.404296875,30904.896484375,30904.896484375,757741568,30467.87607421875,-0.3225516221996165
2023-10-23 16:00:00+00:00,30899.392578125,31287.50390625,30835.806640625,31270.189453125,31270.189453125,1645101056,30538.65068359375,-0.3225516221996165
2023-10-23 17:00:00+00:00,31232.8203125,31314.57421875,30915.67578125,31030.720703125,31030.720703125,1329920000,30601.016796875,-0.3225516221996165
2023-10-23 18:00:00+00:00,30999.099609375,31175.283203125,30825.96875,31135.064453125,31135.064453125,1586114560,30656.0802734375,-0.3225516221996165
2023-10-23 19:00:00+00:00,31182.548828125,31412.26171875,31114.962890625,31412.26171875,31412.26171875,1234878464,30727.361328125,-0.3225516221996165
2023-10-23 20:00:00+00:00,31380.259765625,31803.107421875,31341.501953125,31566.4296875,31566.4296875,1665062912,30798.7275390625,-0.3225516221996165
2023-10-23 21:00:00+00:00,31534.42578125,31660.734375,31446.8828125,31637.638671875,31637.638671875,611311616,30864.7541015625,-0.3225516221996165
2023-10-23 22:00:00+00:00,31640.052734375,34370.4375,31619.826171875,33207.29296875,33207.29296875,6553452544,31005.62890625,-0.3225516221996165
2023-10-23 23:00:00+00:00,33321.7421875,33490.59375,32675.92578125,33053.35546875,33053.35546875,3776942080,31121.54951171875,-0.3225516221996165
2023-10-24 00:00:00+00:00,33077.3046875,33723.140625,32880.76171875,33646.484375,33646.484375,2069598208,31268.98623046875,-0.3225516221996165
2023-10-24 01:00:00+00:00,33547.10546875,34147.53125,33513.89453125,34147.53125,34147.53125,435593216,31435.72236328125,-0.3225516221996165
2023-10-24 02:00:00+00:00,34166.65234375,35150.43359375,34160.18359375,34616.37890625,34616.37890625,3771297792,31631.2837890625,-0.3225516221996165
2023-10-24 03:00:00+00:00,34588.7734375,34682.06640625,34156.73828125,34156.73828125,34156.73828125,1075593216,31813.1162109375,-0.3225516221996165
2023-10-24 04:00:00+00:00,34052.65625,34509.73828125,34052.65625,34424.55859375,34424.55859375,510320640,31999.76943359375,-0.3225516221996165
2023-10-24 05:00:00+00:00,34404.7734375,34557.90234375,33875.14453125,33875.14453125,33875.14453125,144650240,32169.57724609375,-0.3225516221996165
2023-10-24 06:00:00+00:00,33883.62890625,34099.9375,33845.890625,33938.4296875,33938.4296875,725245952,32338.0630859375,-0.3225516221996165
2023-10-24 07:00:00+00:00,33971.84765625,34008.91015625,33733.40234375,34008.50390625,34008.50390625,735129600,32505.389453125,-0.3225516221996165
2023-10-24 08:00:00+00:00,34012.10546875,34200.34375,33973.19921875,34153.91015625,34153.91015625,717185024,32680.46494140625,-0.3225516221996165
2023-10-24 09:00:00+00:00,34107.375,34483.265625,34062.14453125,34327.5703125,34327.5703125,369659904,32865.81904296875,-0.3225516221996165
2023-10-24 10:00:00+00:00,34353.94921875,34473.390625,34274.37109375,34463.55859375,34463.55859375,490913792,33048.83291015625,-0.3225516221996165
2023-10-24 11:00:00+00:00,34460.28515625,34867.10546875,34442.1171875,34530.6171875,34530.6171875,1503977472,33230.1189453125,-0.3225516221996165
2023-10-24 12:00:00+00:00,34545.3984375,34787.0234375,34494.59375,34583.03515625,34583.03515625,787947520,33395.76123046875,-0.3225516221996165
2023-10-24 13:00:00+00:00,34583.6015625,34583.6015625,34219.34765625,34424.05078125,34424.05078125,538701824,33565.427734375,-0.3225516221996165
2023-10-24 14:00:00+00:00,34446.62890625,34453.50390625,34090.98828125,34271.2265625,34271.2265625,377597952,33722.23583984375,-0.3225516221996165
2023-10-24 16:00:00+00:00,33800.30078125,34244.65234375,33800.30078125,33950.2109375,33950.2109375,3692470272,33849.13330078125,-0.3225516221996165
2023-10-24 17:00:00+00:00,33939.73828125,34063.97265625,33824.03515625,33824.03515625,33824.03515625,0,33962.01357421875,-0.3225516221996165
2023-10-24 18:00:00+00:00,33803.9921875,33863.3125,33445.74609375,33829.16796875,33829.16796875,0,34071.5900390625,-0.3225516221996165
2023-10-24 19:00:00+00:00,33852.52734375,33856.90625,33683.5703125,33825.7890625,33825.7890625,0,34102.51484375,-0.3225516221996165
2023-10-24 20:00:00+00:00,33805.59765625,33946.23828125,33645.53515625,33660.74609375,33660.74609375,0,34132.884375,-0.3225516221996165
2023-10-24 21:00:00+00:00,33636.83984375,34202.5625,33518.37890625,34202.5625,34202.5625,640102400,34160.68828125,-0.3225516221996165
2023-10-24 22:00:00+00:00,34146.1328125,34184.80078125,33921.4296875,34109.9921875,34109.9921875,0,34158.811328125,-0.3225516221996165
2023-10-24 23:00:00+00:00,34139.484375,34206.95703125,33739.59375,33883.7890625,33883.7890625,0,34122.1818359375,-0.3225516221996165
2023-10-25 00:00:00+00:00,33916.04296875,34027.42578125,33804.66015625,34018.21875,34018.21875,0,34115.255859375,-0.3225516221996165
2023-10-25 01:00:00+00:00,34011.2578125,34351.30078125,34011.2578125,34183.4609375,34183.4609375,0,34103.2009765625,-0.3225516221996165
2023-10-25 02:00:00+00:00,34191.13671875,34204.34765625,33973.99609375,34016.49609375,34016.49609375,0,34110.2685546875,-0.3225516221996165
2023-10-25 03:00:00+00:00,34007.4609375,34063.6171875,33942.4453125,33990.453125,33990.453125,0,34112.8697265625,-0.3225516221996165
2023-10-25 04:00:00+00:00,33997.87109375,34198.63671875,33947.25,34198.63671875,34198.63671875,0,34122.3763671875,-0.3225516221996165
2023-10-25 05:00:00+00:00,34194.37890625,34194.37890625,33946.94140625,34015.640625,34015.640625,0,34115.462890625,-0.3225516221996165
2023-10-25 06:00:00+00:00,34012.58203125,34181.9765625,34012.58203125,34121.8984375,34121.8984375,0,34105.179296875,-0.3225516221996165
2023-10-25 07:00:00+00:00,34127.25390625,34195.1953125,33709.109375,33855.01171875,33855.01171875,0,34074.751953125,-0.3225516221996165
2023-10-25 08:00:00+00:00,33868.1953125,33994.05078125,33809.30078125,33925.3203125,33925.3203125,0,34044.487109375,-0.3225516221996165
2023-10-25 09:00:00+00:00,33953.65234375,34294.5703125,33901.68359375,34087.44921875,34087.44921875,0,34019.7078125,-0.3225516221996165
2023-10-25 10:00:00+00:00,34101.4921875,34240.625,34075.17578125,34234.89453125,34234.89453125,0,34010.25,-0.3225516221996165
2023-10-25 11:00:00+00:00,34241.3671875,34378.8671875,34189.4296875,34199.57421875,34199.57421875,0,34006.6673828125,-0.3225516221996165
2023-10-25 12:00:00+00:00,34201.109375,34419.28515625,34201.109375,34345.32421875,34345.32421875,0,34026.423046875,-0.3225516221996165
2023-10-25 13:00:00+00:00,34345.26953125,34646.9375,34324.67578125,34500.25390625,34500.25390625,3907584,34060.233984375,-0.3225516221996165
2023-10-25 14:00:00+00:00,34494.734375,34795.84765625,34353.84765625,34795.84765625,34795.84765625,158193664,34108.56796875,-0.3225516221996165
2023-10-25 15:00:00+00:00,34795.6015625,34996.94921875,34662.94140625,34900.921875,34900.921875,0,34162.324609375,-0.3225516221996165
2023-10-25 16:00:00+00:00,34864.07421875,35133.7578125,34510.359375,34559.58203125,34559.58203125,0,34207.26640625,-0.3225516221996165
2023-10-25 17:00:00+00:00,34530.0,34692.41796875,34451.5703125,34673.84375,34673.84375,0,34230.83046875,-0.3225516221996165
2023-10-25 18:00:00+00:00,34673.15625,34732.1484375,34472.16015625,34669.5234375,34669.5234375,0,34258.80703125,-0.3225516221996165
2023-10-25 19:00:00+00:00,34670.9453125,34786.3984375,34563.18359375,34786.3984375,34786.3984375,0,34303.9375,-0.3225516221996165
2023-10-25 20:00:00+00:00,34761.78515625,34845.02734375,34645.4765625,34681.0390625,34681.0390625,110284800,34337.078515625,-0.3225516221996165
2023-10-25 21:00:00+00:00,34680.46875,34769.03125,34544.8125,34582.0703125,34582.0703125,0,34357.008984375,-0.3225516221996165
2023-10-25 22:00:00+00:00,34568.30078125,34658.14453125,34528.05859375,34629.9296875,34629.9296875,0,34387.6806640625,-0.3225516221996165
2023-10-25 23:00:00+00:00,34616.7421875,34616.7421875,34367.515625,34493.9765625,34493.9765625,0,34412.8568359375,-0.3225516221996165
2023-10-26 00:00:00+00:00,34504.2890625,34632.51171875,34449.296875,34632.51171875,34632.51171875,0,34434.5505859375,-0.3225516221996165
2023-10-26 01:00:00+00:00,34678.80859375,34799.81640625,34669.7578125,34695.1875,34695.1875,0,34468.5279296875,-0.3225516221996165
